hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,156,2017,July,30,28,1,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,90,0,1,Check-Out,2017-07-31
Resort Hotel,1,135,2016,October,43,22,2,2,2,2,0,BB,SWE,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,118,0,0,Canceled,2016-06-20
City Hotel,1,301,2015,August,33,14,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6,NULL,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
Resort Hotel,0,71,2017,January,1,1,1,0,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,4,No Deposit,5,NULL,0,Transient-Party,83.6,0,1,Check-Out,2017-01-02
City Hotel,0,35,2016,June,26,21,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,NULL,0,Transient,102,0,1,Check-Out,2016-06-23
Resort Hotel,0,63,2015,September,36,1,0,4,2,1,0,HB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,NULL,NULL,0,Transient,142.5,0,1,Check-Out,2015-09-05
City Hotel,0,175,2017,March,10,10,0,2,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,9,NULL,0,Transient,127.8,0,3,Check-Out,2017-03-12
City Hotel,0,201,2016,May,19,1,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,106.2,0,1,Check-Out,2016-05-04
City Hotel,0,35,2016,March,11,12,2,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16,NULL,0,Transient,63,0,0,Check-Out,2016-03-17
Resort Hotel,0,468,2016,May,20,12,0,2,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,249,NULL,0,Transient-Party,67,0,0,Check-Out,2016-05-14
City Hotel,1,165,2017,May,20,19,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,225,0,0,Canceled,2017-01-12
City Hotel,1,141,2017,June,26,27,0,4,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,0,Canceled,2017-02-23
Resort Hotel,0,55,2015,October,43,21,0,4,2,0,0,HB,MYS,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,76.84,0,2,Check-Out,2015-10-25
City Hotel,0,2,2017,July,30,23,1,0,2,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,1,No Deposit,NULL,40,0,Transient,75,0,0,Check-Out,2017-07-24
City Hotel,0,15,2016,November,46,8,0,3,1,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,130.9,0,1,Check-Out,2016-11-11
City Hotel,0,122,2016,April,16,15,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,A,D,1,No Deposit,151,NULL,56,Transient-Party,0,0,0,Check-Out,2016-04-17
City Hotel,1,304,2015,August,34,17,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,2015-01-01
City Hotel,0,168,2017,June,25,18,2,2,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9,NULL,0,Transient,189,0,3,Check-Out,2017-06-22
Resort Hotel,0,91,2016,April,16,14,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Contract,84.95,0,0,Check-Out,2016-04-21
City Hotel,1,116,2016,February,10,28,2,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,61,0,0,No-Show,2016-02-28
City Hotel,0,9,2016,May,23,31,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Transient,104.8,0,0,Check-Out,2016-06-03
City Hotel,0,75,2016,September,38,17,1,1,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,NULL,0,Transient,80.75,0,0,Check-Out,2016-09-19
City Hotel,0,0,2016,January,5,24,2,2,2,0,1,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,83,NULL,0,Transient,68.4,0,1,Check-Out,2016-01-28
Resort Hotel,0,77,2015,September,39,24,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NULL,0,Contract,43.93,0,0,Check-Out,2015-10-08
City Hotel,1,134,2017,February,8,25,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30,NULL,0,Transient-Party,75,0,0,No-Show,2017-02-25
City Hotel,0,22,2015,November,47,17,0,1,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,127,0,Transient-Party,62,0,0,Check-Out,2015-11-18
Resort Hotel,0,45,2015,December,49,5,2,1,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38,NULL,0,Transient-Party,68,0,0,Check-Out,2015-12-08
City Hotel,0,175,2017,June,25,22,0,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,166.5,0,0,Check-Out,2017-06-25
City Hotel,1,267,2016,March,14,31,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21
Resort Hotel,0,55,2015,December,52,25,1,2,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,22.5,0,3,Check-Out,2015-12-28
Resort Hotel,0,164,2016,December,53,29,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,1,A,A,0,No Deposit,250,NULL,0,Group,63.1,1,1,Check-Out,2017-01-01
City Hotel,0,112,2017,July,30,23,2,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,155,0,1,Check-Out,2017-07-26
Resort Hotel,0,194,2016,April,15,6,2,7,2,0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient,44,0,0,Check-Out,2016-04-15
Resort Hotel,0,14,2016,October,44,28,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,38,0,0,Check-Out,2016-11-01
City Hotel,0,215,2016,November,48,21,1,2,1,0,0,BB,POL,Groups,Corporate,0,0,0,A,A,1,No Deposit,NULL,233,0,Transient,75,0,0,Check-Out,2016-11-24
Resort Hotel,0,201,2016,October,43,16,2,2,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,243,NULL,0,Contract,34.85,0,0,Check-Out,2016-10-20
City Hotel,1,75,2016,March,11,12,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,14,NULL,0,Transient,71.1,0,1,Canceled,2016-03-08
City Hotel,0,175,2015,September,37,11,2,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,93.5,0,2,Check-Out,2015-09-15
City Hotel,1,68,2016,February,8,17,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37,NULL,0,Transient,75,0,0,Canceled,2016-01-06
City Hotel,0,3,2016,October,41,3,1,0,2,0,0,BB,PRT,Aviation,Corporate,1,0,1,D,D,0,No Deposit,NULL,153,0,Transient,110,0,0,Check-Out,2016-10-04
Resort Hotel,0,31,2016,December,53,30,0,2,2,0,0,HB,PRT,Groups,Direct,1,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,305,0,1,Check-Out,2017-01-01
City Hotel,1,180,2015,October,42,16,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,0,Transient,70,0,0,Canceled,2015-08-31
City Hotel,1,103,2016,April,17,19,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119,NULL,0,Transient,115,0,0,Canceled,2016-02-25
City Hotel,1,174,2017,March,10,5,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,90,0,1,Canceled,2017-03-03
City Hotel,0,0,2015,December,49,2,4,9,2,0,0,BB,BRA,Direct,Direct,0,0,0,A,A,3,No Deposit,NULL,NULL,0,Transient,89,0,0,Check-Out,2015-12-15
Resort Hotel,0,114,2016,April,16,10,4,8,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,48.18,0,0,Check-Out,2016-04-22
Resort Hotel,0,2,2015,November,48,28,0,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient,26,0,0,Check-Out,2015-11-29
City Hotel,0,0,2015,September,36,5,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,143,0,2,Check-Out,2015-09-06
City Hotel,0,1,2017,February,5,3,0,1,1,0,0,SC,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,93,0,0,Check-Out,2017-02-04
City Hotel,1,0,2015,August,33,13,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,89,0,1,No-Show,2015-08-13
City Hotel,0,41,2016,March,14,31,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117.9,0,1,Check-Out,2016-04-03
City Hotel,0,3,2016,January,3,10,0,0,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,0,0,1,Check-Out,2016-01-10
City Hotel,1,138,2017,July,30,23,2,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130.5,0,0,Canceled,2017-03-12
Resort Hotel,0,10,2017,March,12,24,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,75,1,1,Check-Out,2017-03-26
Resort Hotel,1,119,2016,February,9,27,2,6,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,35.1,0,0,Canceled,2016-01-04
City Hotel,0,93,2017,February,9,26,2,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,93.6,0,0,Check-Out,2017-03-01
City Hotel,1,83,2017,April,17,26,0,4,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,101.25,0,0,Canceled,2017-02-03
City Hotel,0,106,2016,April,18,28,0,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,85.7,0,1,Check-Out,2016-05-01
Resort Hotel,0,162,2017,August,34,24,2,5,2,1,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,173,0,1,Check-Out,2017-08-31
City Hotel,1,19,2015,October,41,6,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,Non Refund,82,NULL,0,Transient,90,0,0,Canceled,2015-09-17
Resort Hotel,0,343,2016,September,39,21,0,4,2,0,0,HB,BEL,Corporate,Corporate,0,0,0,A,C,0,No Deposit,183,NULL,0,Transient-Party,92,0,0,Check-Out,2016-09-25
City Hotel,1,367,2015,October,43,19,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,2015-01-01
Resort Hotel,0,153,2015,October,44,29,2,3,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,36,0,0,Check-Out,2015-11-03
Resort Hotel,1,55,2017,February,6,11,2,2,3,1,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,93,0,1,Canceled,2017-01-17
Resort Hotel,0,3,2016,March,11,9,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,55,0,0,Check-Out,2016-03-11
City Hotel,1,92,2017,April,15,11,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,135,0,1,Canceled,2017-03-03
City Hotel,0,10,2015,August,34,18,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,NULL,0,Transient,90,0,2,Check-Out,2015-08-23
City Hotel,1,19,2015,October,41,6,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,Non Refund,82,NULL,0,Transient,80,0,0,Canceled,2015-09-17
Resort Hotel,1,76,2015,September,40,29,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,81.45,0,1,Canceled,2015-09-01
City Hotel,0,74,2015,September,38,18,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,109,0,0,Check-Out,2015-09-20
Resort Hotel,1,43,2015,July,28,7,0,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient,91.5,0,0,Canceled,2015-05-28
City Hotel,1,186,2017,May,22,30,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19,NULL,0,Transient,130,0,0,Canceled,2016-11-25
City Hotel,0,90,2016,April,16,14,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,90.95,0,1,Check-Out,2016-04-19
Resort Hotel,0,333,2017,June,24,11,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,98.4,0,1,Check-Out,2017-06-25
Resort Hotel,0,1,2017,January,3,19,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,48,0,1,Check-Out,2017-01-20
City Hotel,1,71,2016,June,25,14,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,120,0,0,Canceled,2016-04-27
City Hotel,0,27,2017,January,1,4,0,3,2,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,88,0,1,Check-Out,2017-01-07
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,NULL,21,Transient,108,0,0,Canceled,2015-09-24
Resort Hotel,0,27,2016,June,24,9,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,NULL,0,Transient,141,1,1,Check-Out,2016-06-11
City Hotel,0,58,2017,March,13,30,0,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,103.8,0,0,Check-Out,2017-04-02
Resort Hotel,0,201,2016,May,21,16,3,8,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,46.98,0,2,Check-Out,2016-05-27
City Hotel,1,344,2015,September,39,26,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,1,Non Refund,1,NULL,0,Transient,170,0,0,Canceled,2015-09-09
Resort Hotel,1,67,2016,August,35,23,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,NULL,0,Transient,168.63,0,0,Canceled,2016-06-18
Resort Hotel,0,115,2015,October,44,25,2,4,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Contract,36,0,2,Check-Out,2015-10-31
Resort Hotel,0,295,2015,September,37,9,2,9,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,79.09,0,1,Check-Out,2015-09-20
City Hotel,1,97,2016,October,42,11,0,2,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,97.2,0,1,Canceled,2016-07-18
City Hotel,0,192,2015,September,39,25,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,NULL,0,Transient-Party,0,0,0,Check-Out,2015-09-30
City Hotel,0,11,2016,December,50,6,0,1,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,97,0,0,Check-Out,2016-12-07
City Hotel,0,10,2016,December,52,23,2,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,74.8,0,1,Check-Out,2016-12-27
City Hotel,0,63,2017,February,9,26,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,99.03,0,0,Check-Out,2017-03-02
City Hotel,0,40,2017,January,4,22,1,0,2,0,0,HB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,130.9,0,3,Check-Out,2017-01-23
City Hotel,0,14,2015,December,51,16,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,58,0,0,Check-Out,2015-12-19
City Hotel,0,17,2017,February,7,13,1,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,74.8,0,0,Check-Out,2017-02-17
City Hotel,1,14,2015,October,42,15,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,99,NULL,0,Transient-Party,100,0,0,Canceled,2015-10-13
Resort Hotel,0,165,2017,July,29,22,2,5,2,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,0,No Deposit,250,NULL,0,Transient,139.5,0,0,Check-Out,2017-07-29
City Hotel,0,177,2016,October,42,14,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,80.75,0,0,Check-Out,2016-10-17
City Hotel,1,314,2016,October,42,12,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,NULL,68,Transient,75,0,0,Canceled,2016-06-28
City Hotel,0,1,2016,August,32,2,0,2,2,0,0,SC,SVK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,124,0,1,Check-Out,2016-08-04
City Hotel,1,323,2015,September,36,5,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,2015-07-06
City Hotel,1,18,2015,October,41,4,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,NULL,0,Transient,110,0,0,Canceled,2015-09-24
City Hotel,1,91,2016,May,20,13,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,140.4,0,0,Canceled,2016-02-22
City Hotel,1,201,2017,June,24,14,0,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,110,0,0,Canceled,2016-11-25
Resort Hotel,0,150,2017,February,9,28,0,4,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,NULL,0,Transient,49.4,0,1,Check-Out,2017-03-04
Resort Hotel,1,179,2017,July,27,7,2,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,170,0,1,Canceled,2017-06-08
Resort Hotel,1,62,2016,July,27,1,0,2,2,2,0,BB,IND,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,220,0,0,Canceled,2016-05-01
City Hotel,1,193,2016,June,26,20,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162,NULL,39,Transient,120,0,0,Canceled,2016-01-18
City Hotel,1,99,2016,February,8,19,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,NULL,67,0,Transient-Party,80,0,0,Canceled,2015-12-22
Resort Hotel,0,55,2016,December,53,30,0,2,2,0,1,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient,164,1,2,Check-Out,2017-01-01
City Hotel,1,336,2015,September,38,18,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6,NULL,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
City Hotel,0,88,2017,March,11,17,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,74.84,0,1,Check-Out,2017-03-20
Resort Hotel,0,47,2017,March,10,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,1,0,3,A,A,0,No Deposit,240,NULL,0,Transient,60,0,1,Check-Out,2017-03-12
Resort Hotel,1,209,2016,May,22,24,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,48.72,0,1,Canceled,2016-01-05
Resort Hotel,0,33,2017,March,13,31,0,2,2,0,0,BB,PRT,Direct,Direct,1,0,2,G,G,2,No Deposit,250,NULL,0,Group,133,1,2,Check-Out,2017-04-02
Resort Hotel,0,0,2017,August,34,22,0,1,3,0,0,BB,CHE,Direct,Direct,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,230,0,0,Check-Out,2017-08-23
City Hotel,0,29,2016,February,7,9,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,NULL,0,Transient,66,0,0,Check-Out,2016-02-12
City Hotel,0,114,2016,July,29,11,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient,81.26,0,0,Check-Out,2016-07-15
Resort Hotel,0,206,2016,May,22,23,2,5,2,0,0,HB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,79.3,0,2,Check-Out,2016-05-30
City Hotel,0,23,2016,December,53,30,2,3,2,0,1,BB,HUN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,119.36,0,3,Check-Out,2017-01-04
City Hotel,1,35,2017,February,6,10,4,10,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,70.43,0,1,Canceled,2017-02-02
Resort Hotel,0,0,2016,July,31,26,1,5,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,180,0,0,Check-Out,2016-08-01
Resort Hotel,0,185,2015,July,28,6,3,8,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,128,NULL,0,Contract,90.95,0,0,Check-Out,2015-07-17
City Hotel,0,15,2017,June,24,11,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,2,Check-Out,2017-06-14
City Hotel,1,320,2017,June,24,15,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,0,Transient,90,0,0,Canceled,2017-01-12
Resort Hotel,0,162,2016,September,39,24,0,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,99.33,0,1,Check-Out,2016-09-25
City Hotel,0,45,2016,August,36,29,1,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,101.03,0,0,Check-Out,2016-09-02
City Hotel,1,351,2016,June,26,23,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21
City Hotel,1,54,2016,April,18,28,1,3,2,1,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,180.68,0,0,Canceled,2016-03-21
City Hotel,0,9,2016,May,20,11,0,2,1,0,0,BB,BEL,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient-Party,130,0,0,Check-Out,2016-05-13
City Hotel,1,295,2016,April,18,28,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21
Resort Hotel,0,6,2015,December,53,27,2,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,106,0,0,Check-Out,2015-12-31
City Hotel,0,76,2016,April,14,1,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,87.3,0,1,Check-Out,2016-04-03
City Hotel,0,286,2016,May,20,11,0,4,2,0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,30,NULL,176,Transient-Party,99,0,1,Check-Out,2016-05-15
City Hotel,0,192,2015,September,39,25,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,NULL,0,Transient-Party,102,0,0,Check-Out,2015-09-30
City Hotel,0,26,2016,November,47,17,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,123,0,2,Check-Out,2016-11-19
City Hotel,1,76,2017,April,14,6,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,126,0,0,Canceled,2017-01-23
Resort Hotel,1,159,2015,September,39,22,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,74,0,2,Canceled,2015-04-22
City Hotel,0,22,2016,August,33,12,0,1,2,0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,NULL,72,0,Transient,84,0,0,Check-Out,2016-08-13
City Hotel,1,152,2016,June,26,19,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,108.12,0,0,Canceled,2016-03-21
Resort Hotel,0,23,2016,May,19,7,2,5,1,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,15,NULL,0,Transient-Party,72,0,0,Check-Out,2016-05-14
City Hotel,0,159,2017,February,5,4,1,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,79.2,0,1,Check-Out,2017-02-06
