edad,sexo,alfabeto,sistema_salud,nivel_educativo,ocupacion_jerarquia,estado_civil,ingreso_15k
42,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
22,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,3,no
41,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
NA,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
34,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,3,no
67,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
27,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
38,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
29,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,no
55,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
51,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
49,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,2,si
32,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
22,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
41,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,si
41,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
42,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,3,si
25,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
58,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
40,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
37,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
29,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Director,4,no
31,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,no
45,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
41,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Cuenta propia,1,no
21,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Incompleta,Cuenta propia,3,si
55,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Incompleta,Cuenta propia,5,si
36,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,1,si
34,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,2,no
48,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
31,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
58,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Director,1,si
37,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,si
74,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,5,si
27,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
34,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,4,no
51,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
25,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
23,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,3,no
33,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
42,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,4,no
52,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,4,si
63,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,2,no
19,mujer,Si,Obra social (incluye PAMI),NA,Cuenta propia,3,no
NA,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,no
49,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
59,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,4,no
31,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,1,si
32,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
21,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,no
71,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
58,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Director,3,no
40,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,1,si
41,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
30,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
48,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
42,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
30,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
NA,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,3,no
39,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
61,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,4,no
26,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
70,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,4,si
30,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
35,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
44,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,si
43,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,no
45,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
35,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,no
34,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,si
36,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,4,si
54,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,si
67,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Director,1,no
26,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Director,3,no
48,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
30,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Director,3,si
45,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,1,si
32,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
33,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
70,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
NA,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,si
32,mujer,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,1,no
63,hombre,Si,Obra social (incluye PAMI),NA,Cuenta propia,1,no
30,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
60,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
33,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
31,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,4,si
46,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,2,no
38,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Incompleta,Cuenta propia,1,si
36,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Incompleta,Cuenta propia,1,si
31,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,1,no
36,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,1,no
37,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,3,no
47,hombre,Si,Mutual / Prepaga / Servicio de emergencia,NA,Director,3,si
26,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,3,si
58,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
25,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,3,si
29,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,3,no
41,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,si
52,mujer,Si,Planes y seguros públicos,Secundaria Completa,Cuenta propia,2,no
39,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
42,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Director,1,si
31,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
50,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
33,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Trabajador asalariado,3,no
69,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,2,no
36,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
19,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,3,no
32,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,1,no
28,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
33,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,4,no
51,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
54,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,2,no
34,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
32,mujer,Si,Planes y seguros públicos,Primaria Completa,Cuenta propia,3,no
35,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
24,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,no
31,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,2,no
53,mujer,No,Planes y seguros públicos,Sin instrucción,Cuenta propia,2,no
69,mujer,Si,Obra social (incluye PAMI),NA,Cuenta propia,2,no
54,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,2,no
40,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,2,no
52,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
53,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
NA,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,1,no
64,hombre,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,2,si
21,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
64,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
38,mujer,Si,Obra social (incluye PAMI),Primaria Incompleta(incluye educación especial),Cuenta propia,2,no
26,hombre,Si,Planes y seguros públicos,Secundaria Incompleta,Cuenta propia,4,no
29,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,4,no
25,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
55,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,no
NA,hombre,Si,No paga ni le descuentan,Superior Universitaria Completa,Director,4,no
44,mujer,Si,Obra social (incluye PAMI),NA,Cuenta propia,4,no
55,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
48,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
40,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,2,no
21,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
46,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,1,no
37,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
49,hombre,Si,Obra social (incluye PAMI),Primaria Incompleta(incluye educación especial),Cuenta propia,2,no
22,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
56,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,2,no
54,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,2,no
43,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,si
28,hombre,Si,No paga ni le descuentan,Secundaria Completa,Director,4,si
54,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,4,si
53,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
30,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,4,no
33,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
55,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Director,5,si
26,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
33,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,si
21,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
33,hombre,Si,No paga ni le descuentan,Primaria Completa,Director,4,no
61,hombre,Si,Obra social y mutual/prepaga/servicio de emergencia.,Superior Universitaria Completa,Director,1,si
78,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
70,mujer,Si,Obra social (incluye PAMI),NA,Cuenta propia,5,no
39,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
48,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,2,no
43,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,2,no
50,mujer,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,4,no
42,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,2,no
35,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,3,no
30,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
NA,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,4,no
47,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
23,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,no
42,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
33,hombre,Si,Mutual / Prepaga / Servicio de emergencia,NA,Cuenta propia,1,si
45,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,1,si
52,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,5,no
53,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,4,no
29,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,no
26,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,1,no
34,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
54,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
48,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
59,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,2,no
47,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,1,no
68,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Director,5,si
28,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,4,no
58,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
56,hombre,Si,Obra social (incluye PAMI),NA,Cuenta propia,1,no
28,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,no
58,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
45,hombre,Si,Planes y seguros públicos,Primaria Completa,Cuenta propia,4,no
64,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,5,no
47,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
52,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,1,no
48,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
30,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
42,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,4,si
43,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Incompleta,Cuenta propia,4,no
26,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,no
58,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
42,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,no
44,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,4,no
47,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,2,no
45,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
26,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
74,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,4,si
47,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,no
49,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,si
63,hombre,Si,Obra social (incluye PAMI),Primaria Incompleta(incluye educación especial),Cuenta propia,2,no
42,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,2,no
39,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
57,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,5,no
30,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
40,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
40,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
52,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,no
40,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Cuenta propia,3,no
26,hombre,Si,No paga ni le descuentan,Secundaria Completa,Director,3,no
60,hombre,Si,No paga ni le descuentan,Primaria Completa,Director,4,no
34,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,no
57,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,no
48,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,si
48,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,si
53,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
43,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,4,no
40,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
